fips,name,type,category,year,rne,ose,sjc,ssr,zindex
00,United States,Age,Ages 20-34,1996,0.0028366581609906515,,,,
00,United States,Age,Ages 35-44,1996,0.0031125914523041074,,,,
00,United States,Age,Ages 45-54,1996,0.0036454680565789687,,,,
00,United States,Age,Ages 55-64,1996,0.003411021302432334,,,,
00,United States,Race,Asian,1996,0.0029217217835742866,,,,
00,United States,Race,Black,1996,0.0021421160224825886,,,,
00,United States,Education,College Graduate,1996,0.0029063742987063914,,,,
00,United States,Education,High School Graduate,1996,0.003098478747259919,,,,
00,United States,Nativity,Immigrant,1996,0.00360737242247497,,,,
00,United States,Race,Latino,1996,0.0031569701236627934,,,,
00,United States,Education,Less than High School,1996,0.0038066092287849284,,,,
00,United States,Sex,Men,1996,0.0037790615533223717,,,,
00,United States,Nativity,Native-Born,1996,0.003097676557101158,,,,
00,United States,Veteran Status,Non-Veterans,1996,0.0031019412170712446,,,,
00,United States,Education,Some College,1996,0.003187470845446046,,,,
00,United States,Total,Total,1996,0.0031569701236627934,0.8111275907193234,7.657378506219531,0.7884480154074995,1.40116329907213
00,United States,Veteran Status,Veterans,1996,0.003571685748170093,,,,
00,United States,Race,White,1996,0.003313777509687453,,,,
00,United States,Sex,Women,1996,0.002604017736494407,,,,
00,United States,Age,Ages 20-34,1997,0.0027118780712216857,,,,
00,United States,Age,Ages 35-44,1997,0.002714867017047118,,,,
00,United States,Age,Ages 45-54,1997,0.0028362720268091716,,,,
00,United States,Age,Ages 55-64,1997,0.0031159183597268573,,,,
00,United States,Race,Asian,1997,0.0022636467362226755,,,,
00,United States,Race,Black,1997,0.0019067749049552867,,,,
00,United States,Education,College Graduate,1997,0.0025408450022966697,,,,
00,United States,Education,High School Graduate,1997,0.002684841524725654,,,,
00,United States,Nativity,Immigrant,1997,0.0032744762008538,,,,
00,United States,Race,Latino,1997,0.0027944770368079565,,,,
00,United States,Education,Less than High School,1997,0.0035254931202619256,,,,
00,United States,Sex,Men,1997,0.003555384499347135,,,,
00,United States,Nativity,Native-Born,1997,0.002728381590261931,,,,
00,United States,Veteran Status,Non-Veterans,1997,0.002746086641251127,,,,
00,United States,Education,Some College,1997,0.002871127944817024,,,,
00,United States,Total,Total,1997,0.0027944770368079565,0.7953697006753253,7.846283247096956,0.7820877305514862,0.19936146628684542
00,United States,Veteran Status,Veterans,1997,0.003183123276713096,,,,
00,United States,Race,White,1997,0.0029462128421067373,,,,
00,United States,Sex,Women,1997,0.002114149422733747,,,,
00,United States,Age,Ages 20-34,1998,0.002564273713108713,0.7777684269324392,,,
00,United States,Age,Ages 35-44,1998,0.003054231874437185,0.795751999083966,,,
00,United States,Age,Ages 45-54,1998,0.002842784369020857,0.8108727098610431,,,
00,United States,Age,Ages 55-64,1998,0.003304405390555526,0.8743260401180445,,,
00,United States,Race,Asian,1998,0.0025497948308695617,0.8493624081875314,,,
00,United States,Race,Black,1998,0.0018308145825224474,0.6716339820813954,,,
00,United States,Education,College Graduate,1998,0.002731013165769008,0.8338597421604675,,,
00,United States,Education,High School Graduate,1998,0.0029017331718275037,0.8059757212204612,,,
00,United States,Nativity,Immigrant,1998,0.0031385834377508255,0.7909778477286834,,,
00,United States,Race,Latino,1998,0.0028654709263254145,0.8049708590191953,,,
00,United States,Education,Less than High School,1998,0.003094365849499459,0.7378352172024947,,,
00,United States,Sex,Men,1998,0.0032494143711158914,0.7539967673197462,,,
00,United States,Nativity,Native-Born,1998,0.002826491217353909,0.8073241199470371,,,
00,United States,Veteran Status,Non-Veterans,1998,0.0028930161438204425,0.8083286102565516,,,
00,United States,Education,Some College,1998,0.002870259165644945,0.8131673267744306,,,
00,United States,Total,Total,1998,0.0028654709263254145,0.808415285662937,7.508443666293977,0.7853681359348179,0.5275706810893849
00,United States,Veteran Status,Veterans,1998,0.00265737539920015,0.7751179285937105,,,
00,United States,Race,White,1998,0.00302276880191191,0.8172276965427959,,,
00,United States,Sex,Women,1998,0.0025219366331426913,0.8725484120362186,,,
00,United States,Age,Ages 20-34,1999,0.0025605168132888803,0.7900287116940289,,,
00,United States,Age,Ages 35-44,1999,0.0027216768275975553,0.8089933254697295,,,
00,United States,Age,Ages 45-54,1999,0.0027574716113232135,0.8099269115631648,,,
00,United States,Age,Ages 55-64,1999,0.002840888564709954,0.8842108572894692,,,
00,United States,Race,Asian,1999,0.00239831900743801,0.8280783591665625,,,
00,United States,Race,Black,1999,0.0020622550154935156,0.7217013191472162,,,
00,United States,Education,College Graduate,1999,0.00248780795778005,0.8468532676983781,,,
00,United States,Education,High School Graduate,1999,0.0027393555776298864,0.8166429919964169,,,
00,United States,Nativity,Immigrant,1999,0.0032327390630150794,0.7807393170080444,,,
00,United States,Race,Latino,1999,0.0026865245655664227,0.8142598066702043,,,
00,United States,Education,Less than High School,1999,0.003124434667566359,0.7378460453973892,,,
00,United States,Sex,Men,1999,0.003191710381118607,0.7699725707476559,,,
00,United States,Nativity,Native-Born,1999,0.0026109233242669993,0.8200867113778595,,,
00,United States,Veteran Status,Non-Veterans,1999,0.0026486434275960367,0.8130100099727714,,,
00,United States,Education,Some College,1999,0.0026629351762322106,0.819405736060994,,,
00,United States,Total,Total,1999,0.0026894520268048207,0.839230236056743,7.2885277219299835,0.8013266663037646,1.0945331496053625
00,United States,Veteran Status,Veterans,1999,0.0029952126932484315,0.8178660265011269,,,
00,United States,Race,White,1999,0.0028169696014473306,0.8244284001913469,,,
00,United States,Sex,Women,1999,0.0022423327197053605,0.8730688891098839,,,
00,United States,Age,Ages 20-34,2000,0.0022396960344826127,0.8149587925740098,,,
00,United States,Age,Ages 35-44,2000,0.002748199755366293,0.8311721999874649,,,
00,United States,Age,Ages 45-54,2000,0.002992332481480613,0.8320023730407851,,,
00,United States,Age,Ages 55-64,2000,0.0033522589604569326,0.8986922367820599,,,
00,United States,Race,Asian,2000,0.002225620478096276,0.8685292358464678,,,
00,United States,Race,Black,2000,0.0023204819085274634,0.7598052132281908,,,
00,United States,Education,College Graduate,2000,0.0024559899139530972,0.869010442994397,,,
00,United States,Education,High School Graduate,2000,0.002799591182803756,0.8414788412672626,,,
00,United States,Nativity,Immigrant,2000,0.0032221966337644243,0.8277048309189157,,,
00,United States,Race,Latino,2000,0.0027134917787556005,0.8372467011914765,,,
00,United States,Education,Less than High School,2000,0.003224084816403419,0.7590642093207821,,,
00,United States,Sex,Men,2000,0.003405046232371952,0.7929596050553714,,,
00,United States,Nativity,Native-Born,2000,0.0026350009419938473,0.8389387163490687,,,
00,United States,Veteran Status,Non-Veterans,2000,0.0026487856405464304,0.8336386272371074,,,
00,United States,Education,Some College,2000,0.0026868097499155637,0.8397613020944741,,,
00,United States,Total,Total,2000,0.0027134867452930428,0.864330384239142,7.607629210398262,0.7912707231569127,1.2852499955710857
00,United States,Veteran Status,Veterans,2000,0.003199875007075399,0.8580235343869104,,,
00,United States,Race,White,2000,0.00279379484968859,0.844549875053639,,,
